title
장애인의 게임 접근성 보장
애플은 읽어주는데…저시력자 외면한 통신사들
영남이공대 LINC+ 사업 경진대회서 2년 연속 대상 수상
[브릿지포토] 저시력자의 피서지 필수품 도수 물안경출시
NH농협은행 어르신·저시력자 위한 큰 글씨 약관집 제작
가상 생산공정으로 ESG까지 잡은 현대차
성주도서관 ˝저시력자·장애인도 책 읽기 문제 없어요˝
삼성 스마트 TV 저시력자·난청자도 선명하게…
용인시 지방세 고지서에 음성변환용 바코드 도입
용인시 지방세 고지서에 음성변환용 바코드 도입
한국도서관협회 '큰글자책' 24종 전국 공공도서관에 보급
현대엠엔소프트 '러브메터'로 저시력자 무료 개안수술 지원
카카오톡 저시력자 위한 고대비 테마 선봬
백군기 용인시장 처인구 모현읍 민원 현장 직접 점검
셀바스헬스케어 저시력자용 영상 확대 장치 특허 취득
저시력자 위해 삼성이 만든 '릴루미노'…단편영화로 제작
"두개의 빛' 한지민 ""저시력자 연기 박형식 얼굴 보고 실제로 울어"""
저시력자일수록 자살 생각 많이 하고 시도 위험도 높아
저시력자의 시력장애 자살시도로 이어질 만큼 심각해
어르신 등 저시력자를 위한 대활자본 보급
[포토]저시력자 위한 삼성 '릴루미노' 앱 시연행사
음성군 어르신 및 저시력자 맞춤 '대활자본 도서' 제공
앱 접근성을 위한 원칙
"신문브리핑3 ""전업주부 가사노동 가치 연간 2315만 원"" ""보름간 실종 인터폴..."
눈 나쁜 학생들 '번쩍'…저시력자도 '빨간 마후라' 될 수 있다
셀바스헬스케어 저시력자용 영상 확대장치 특허 취득
셀바스헬스케어 저시력자용 영상 확대 장치 특허
아이닥안경 저시력자 위한 도수 물안경 'Metis' 론칭
청주금빛도서관 '큰글자도서' 확충
[청주소식]아동 가정 기후놀이터 운영 등
저시력자 위한 '확대독서기' 개발
저시력자 위한 '확대독서기' 개발
"포씨게이트 장애인 위한 키오스크 출시… ""해외 스마트병원 진출"""
셀바스헬스케어 저시력자용 영상 확대 장치 특허권 취득
서울 시내 공중화장실 이제는 발로 연다
외환銀 저시력자·시각장애인용 보안카드 발급
힘스인터내셔널 저시력자 위한 휴대용 독서확대기 '캔디4 HD Ⅱ' 출시
[포토뉴스]저시력자 위한 스노고글 내장 안경
나눔의 ‘빛’…저시력자 ‘눈’ 밝힌다
삼성 스마트 TV 저시력자도…난청 시청자도 웃게…
"두 개의 빛' 한지민 ""저시력자들에 '빛'을 선물하는 마음으로 출연"""
[창녕소식]영산도서관 독서 이동 보조기기 설치
노인·저시력자 지하철 계단 끝이 ‘아리송’
저시력자들을 위한 겨울 스포츠 선글라스 모음전
노인·저시력자 관세청 홈페이지 이용 편해진다
저시력자에게 빛을...스마트 안경 개발
저시력자도 항공기 조종사 지원 허용
(공시)셀바스헬스케어 “저시력자 위한 휴대용 영상 확대 특허 취득”
원주 미리내도서관 장애인 정보누리터 운영
저시력자·루게릭병 환자 장애연금 조기 지급
영남이공대 LINC+ 경진대회서 2년 연속 대상 수상
저시력자 현빈처럼 해병대 가려면?
현빈도 간다! 저시력자 귀신 잡는 해병대 가려면?
저시력자 “현빈처럼 해병대 가려면?” 라식?라섹이 해답!
<문화소식> 저시력자 위한 세계문학전집 출간
자원메디칼 '저시력자→중증장애·유아 분야' 사업 확장
남원시 맞춤형 민원안내 책자 제작ㆍ배포
남원시 사회적 취약계층 위한 맞춤형 민원안내 책자 제작·배포
저시력자용 운동 고글 공동 구매
아이닥안경 저시력자용 농구·축구 스포츠고글 할인판매
남양주희망케어센터 이화회 연계 저시력자 소외계층을 위한 안경나눔 행사
디지털 혁신으로 약자 배려 등 '5월 한국판뉴딜' 3개 선정
현대엠엔소프트 저시력자 무료 개안수술 캠페인 러브메터 후원금 3억 돌파
저시력자·외국인도 정보검색 쉽게
[단독] 뿌옇던 시야 선명하게…삼성 저시력 보조기술 의료기기 첫 허가
해녀 고령화' 저시력자용 물안경 시범 보급
[포토뉴스] 저시력자 안경제작 지원
안경 필요無…저시력자용 ‘스마트폰 스크린’ 화제
남양주 이화회 저시력자를 위한 안경나눔 봉사
웰컴저축은행 시각장애인·저시력자 위한 서비스 제공
눈 나빠 공군 포기 옛말…합격자 절반이 ‘저시력자’
‘IBK ONE 간편뱅킹’… 노안도 저시력자도 간편하게
아이닥안경 저시력자용 플립업 선글라스
아이닥안경 저시력자 위한 도수 물안경 'Metis' 론칭
저시력자용 물안경 ‘Metis’ 론칭 기념 30% 할인 행사
영남이공대 LINC+사업 경진대회서 2년 연속 대상 수상
현대엠엔소프트 저시력자 무료 개안수술 1000안 돌파
청주금빛도서관 '큰글자도서' 확충
[청주소식]아동 가정 기후놀이터 운영 등
저시력자 위한 '확대독서기' 개발
저시력자 위한 '확대독서기' 개발
"포씨게이트 장애인 위한 키오스크 출시… ""해외 스마트병원 진출"""
셀바스헬스케어 '저시력자용 영상 확대 장치' 특허권 취득
저시력자용 도수물안경 'Metis'
영남이공대 LINC+사업 경진대회서 2년 연속 대상 수상
현대엠엔소프트 저시력자 무료 개안수술 1000안 돌파
청주금빛도서관 '큰글자도서' 확충
[청주소식]아동 가정 기후놀이터 운영 등
저시력자 위한 '확대독서기' 개발
저시력자 위한 '확대독서기' 개발
"포씨게이트 장애인 위한 키오스크 출시… ""해외 스마트병원 진출"""
셀바스헬스케어 '저시력자용 영상 확대 장치' 특허권 취득
카카오톡 저시력자 위해 선명한 이미지 서비스
"포씨게이트 장애인 위한 키오스크 출시… ""해외 스마트병원 진출"""
셀바스헬스케어 '저시력자용 영상 확대 장치' 특허권 취득
카카오톡 저시력자 위해 선명한 이미지 서비스
서울 시내 공중화장실 이제는 발로 연다
셀바스헬스케어 저시력자용 영상 확대 장치 특허
외환銀 저시력자·시각장애인용 보안카드 발급
힘스인터내셔널 저시력자 위한 휴대용 독서확대기 '캔디4 HD Ⅱ' 출시
[포토뉴스]저시력자 위한 스노고글 내장 안경
나눔의 ‘빛’…저시력자 ‘눈’ 밝힌다
삼성 스마트 TV 저시력자도…난청 시청자도 웃게…
남자화장실에 기저귀교환대…공중화장실 '이유있는 변신'
외환銀 저시력자·시각장애인용 보안카드 발급
힘스인터내셔널 저시력자 위한 휴대용 독서확대기 '캔디4 HD Ⅱ' 출시
[포토뉴스]저시력자 위한 스노고글 내장 안경
나눔의 ‘빛’…저시력자 ‘눈’ 밝힌다
삼성 스마트 TV 저시력자도…난청 시청자도 웃게…
"두 개의 빛' 한지민 ""저시력자들에 '빛'을 선물하는 마음으로 출연"""
경북형 소셜벤처'육성 신호탄…10곳 선정
[창녕소식]영산도서관 독서 이동 보조기기 설치
노인·저시력자 지하철 계단 끝이 ‘아리송’
경북형 소셜벤처'육성 신호탄…10곳 선정
[창녕소식]영산도서관 독서 이동 보조기기 설치
노인·저시력자 지하철 계단 끝이 ‘아리송’
저시력자들을 위한 겨울 스포츠 선글라스 모음전
노인·저시력자 관세청 홈페이지 이용 편해진다
저시력자에게 빛을...스마트 안경 개발
저시력자도 항공기 조종사 지원 허용
(공시)셀바스헬스케어 “저시력자 위한 휴대용 영상 확대 특허 취득”
나안0.5 이하 저시력자 전투기 조종사 길 열렸다
원주 미리내도서관 장애인 정보누리터 운영
저시력자들에게 필요한 겨울 스포츠 선글라스 모음전
노인·저시력자 관세청 홈페이지 이용 편해진다
저시력자에게 빛을...스마트 안경 개발
저시력자도 항공기 조종사 지원 허용
(공시)셀바스헬스케어 “저시력자 위한 휴대용 영상 확대 특허 취득”
나안0.5 이하 저시력자 전투기 조종사 길 열렸다
원주 미리내도서관 장애인 정보누리터 운영
저시력자·루게릭병 환자 장애연금 조기 지급
셀바스헬스케어 저시력자용 영상 확대 장치 관련 특허권 취득
영남이공대 LINC+ 경진대회서 2년 연속 대상 수상
셀바스헬스케어 저시력자용 영상 확대 장치 관련 특허권 취득
영남이공대 LINC+ 경진대회서 2년 연속 대상 수상
저시력자 현빈처럼 해병대 가려면?
현빈도 간다! 저시력자 귀신 잡는 해병대 가려면?
저시력자 “현빈처럼 해병대 가려면?” 라식?라섹이 해답!
<문화소식> 저시력자 위한 세계문학전집 출간
어르신 등 저시력자 위한 대활자본 600여개 공공도서관에 보급
자원메디칼 '저시력자→중증장애·유아 분야' 사업 확장
저시력자 위한 '확대독서기' 국내 개발
남원시 맞춤형 민원안내 책자 제작ㆍ배포
<문화소식> 저시력자 위한 세계문학전집 출간
어르신 등 저시력자 위한 대활자본 600여개 공공도서관에 보급
자원메디칼 '저시력자→중증장애·유아 분야' 사업 확장
저시력자 위한 '확대독서기' 국내 개발
남원시 맞춤형 민원안내 책자 제작ㆍ배포
남원시 사회적 취약계층 위한 맞춤형 민원안내 책자 제작·배포
영남이공대학교 LINC+ 사업 경진대회서 2년 연속 대상 수상
카카오 저시력자용 카톡 테마 배포
저시력자용 운동 고글 공동 구매
아이닥안경 저시력자용 농구·축구 스포츠고글 할인판매
남원시 맞춤형 민원안내 책자 제작 배포
영남이공대학교 LINC+ 사업 경진대회서 2년 연속 대상 수상
카카오 저시력자용 카톡 테마 배포
저시력자용 운동 고글 공동 구매
아이닥안경 저시력자용 농구·축구 스포츠고글 할인판매
남양주희망케어센터 이화회 연계 저시력자 소외계층을 위한 안경나눔 행사
디지털 혁신으로 약자 배려 등 '5월 한국판뉴딜' 3개 선정
5월의 한국판뉴딜 'AI · IoT 건강관리팀' 등 3개 선정
현대엠엔소프트 저시력자 무료 개안수술 캠페인 러브메터 후원금 3억 돌파
저시력자·외국인도 정보검색 쉽게
5월 한국판뉴딜 어르신 인공지능 건강관리서비스 등 3개
현대엠엔소프트 저시력자 무료 개안수술 캠페인 러브메터 후원금 3억 돌파
저시력자·외국인도 정보검색 쉽게
[단독] 뿌옇던 시야 선명하게…삼성 저시력 보조기술 의료기기 첫 허가
해녀 고령화' 저시력자용 물안경 시범 보급
[포토뉴스] 저시력자 안경제작 지원
안경 필요無…저시력자용 ‘스마트폰 스크린’ 화제
남양주 이화회 저시력자를 위한 안경나눔 봉사
웰컴저축은행 시각장애인·저시력자 위한 서비스 제공
저시력자도 도전' 조종사·관제사 시력기준 완화
