age,N_DUSUAL_1
10대 중반,82
10대 초반,59
10대 후반,48
10세 미만,104
20대 중반,66
20대 초반,39
20대 후반,70
30대 중반,106
30대 초반,72
30대 후반,100
40대 중반,81
40대 초반,95
40대 후반,55
50대 중반,81
50대 초반,62
50대 후반,35
60대 중반,45
60대 초반,38
60대 후반,28
70대 중반,15
70대 초반,17
70대 후반,9
80세 이상,3
