age,N_DUSUAL_1
10대 중반,59
10대 초반,62
10대 후반,43
10세 미만,65
20대 중반,65
20대 초반,31
20대 후반,48
30대 중반,98
30대 초반,45
30대 후반,68
40대 중반,72
40대 초반,68
40대 후반,46
50대 중반,58
50대 초반,40
50대 후반,34
60대 중반,23
60대 초반,29
60대 후반,10
70대 중반,16
70대 초반,12
70대 후반,4
80세 이상,7
