age,N_DUSUAL_2
10대 중반,64
10대 초반,37
10대 후반,41
10세 미만,167
20대 중반,37
20대 초반,36
20대 후반,36
30대 중반,52
30대 초반,32
30대 후반,40
40대 중반,39
40대 초반,31
40대 후반,30
50대 중반,46
50대 초반,29
50대 후반,30
60대 중반,28
60대 초반,26
60대 후반,20
70대 중반,24
70대 초반,23
70대 후반,12
80세 이상,16
