year,N_DUSUAL_1,N_DUSUAL_2,N_VA,N_WAT_C,N_CA,N_CHO,N_FAT,HE_HP,HE_BMI,smoke,E_Q_SUN,E_Q_FAM
2031,197.39999999999964,-52.49999999999636,1557.5580000000045,23.852999999999838,770.4130000000005,336.33900000000017,102.10699999999997,-227.90000000000146,23.738999999999994,-1748.899999999965,490.8999999999978,395.7000000000007
