age,N_DUSUAL_1
10대 중반,61
10대 초반,47
10대 후반,44
10세 미만,56
20대 중반,58
20대 초반,47
20대 후반,45
30대 중반,69
30대 초반,46
30대 후반,58
40대 중반,89
40대 초반,67
40대 후반,69
50대 중반,100
50대 초반,67
50대 후반,67
60대 중반,61
60대 초반,43
60대 후반,41
70대 중반,47
70대 초반,30
70대 후반,19
80세 이상,22
