year,N_DUSUAL_1,N_DUSUAL_2,N_VA,N_WAT_C,N_CA,N_CHO,N_FAT,HE_HP,HE_BMI,smoke,E_Q_SUN,E_Q_FAM
2031,249.49999999999636,154.50000000000182,1124.1399999999994,12.454999999999927,527.6299999999992,403.7089999999989,46.51700000000028,800.5,25.813999999999993,-1286.1999999999825,51.5,401.40000000000146
